Nr;Rizikos objekto Id;Padalinys;Vieta;Tarpstotis;Norm_uztv_padetis;sergimoji_nesergimoji;Bendrojo_nebendrojo;Plotis;Pagr_keliu_sk;Nepagr_keliu_sk;Max_keleiv_greitis;Max_krov_greitis;Max_trauk_sk;Max_ekipazu_sk;Max_autobusu_sk;Max_troleibusu_sk;Pervazos_kategorija;Pamainu_sk;Saugo_eismo_tarnyba;Dangos_tipas_prieigose;Dangos_tipas_ant_keliu;Matom_sal_mas_kab_nelyg;Matom_sal_mas_kab_lyg;Matom_sal_ekipaz_des_nelyg;Matom_sal_ekipaz_des_lyg;Matom_sal_ekipaz_kair_nelyg;Matom_sal_ekipaz_kair_lyg;Automat_uztv;Pusautomat_uztv;Mygt_uztv_pran_sv_signal;Mygt_uztv_pran_signal;Mech_uztv_pran_sv_signal;Mech_uztv_pran_signal;Be_signal;Atitv_signal;Automat_sv_signal;Neautomat_sv_signal;Rank_uztv;GSB_EDD_rysys;Radijo_rysys;Video;El_apsv;Prozektoriai;Kap_remonto_data;Pesc_takai;Reikia_kap_rem;Reikia_keisti_post_st;Ivykiai;Ivykio data;Metai;
1940;324;Šiaulių;119 + 591;Skapiškis-Rokiškis;;0,000;1,000;7,500;1,000;;100,000;80,000;10,000;39,000;;;IV;;0,000;asf.;gelžb.;400,000;500,000;400,000;300,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2008;
1941;324;Šiaulių;119 + 591;Skapiškis-Rokiškis;;0,000;1,000;7,500;1,000;;100,000;80,000;10,000;39,000;;;IV;;0,000;asf.;gelžb.;400,000;500,000;400,000;300,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2009;
1942;324;Šiaulių;119 + 591;Skapiškis-Rokiškis;;0,000;1,000;7,500;1,000;;100,000;80,000;10,000;39,000;;;IV;;0,000;asf.;gelžb.;400,000;500,000;400,000;300,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2010;
1943;324;Šiaulių;119 + 591;Skapiškis-Rokiškis;;0,000;1,000;7,500;1,000;;100,000;80,000;10,000;39,000;;;IV;;0,000;asf.;gelžb.;400,000;500,000;400,000;300,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2011;
1944;324;Šiaulių;119 + 591;Skapiškis-Rokiškis;;0,000;1,000;7,500;1,000;;100,000;80,000;10,000;39,000;;;IV;;0,000;asf.;gelžb.;400,000;500,000;400,000;300,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2012;
1945;324;Šiaulių;119 + 591;Skapiškis-Rokiškis;;0,000;1,000;7,500;1,000;;100,000;80,000;10,000;39,000;;;IV;;0,000;asf.;gelžb.;400,000;500,000;400,000;300,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2013;
1946;325;Šiaulių;121 + 912;Skapiškis-Rokiškis;;0,000;1,000;6,000;1,000;;100,000;80,000;10,000;47,000;;;IV;;0,000;asf.;gelžb.;800,000;700,000;200,000;400,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2008;
1947;325;Šiaulių;121 + 912;Skapiškis-Rokiškis;;0,000;1,000;6,000;1,000;;100,000;80,000;10,000;47,000;;;IV;;0,000;asf.;gelžb.;800,000;700,000;200,000;400,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2009;
1948;325;Šiaulių;121 + 912;Skapiškis-Rokiškis;;0,000;1,000;6,000;1,000;;100,000;80,000;10,000;47,000;;;IV;;0,000;asf.;gelžb.;800,000;700,000;200,000;400,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2010;
1949;325;Šiaulių;121 + 912;Skapiškis-Rokiškis;;0,000;1,000;6,000;1,000;;100,000;80,000;10,000;47,000;;;IV;;0,000;asf.;gelžb.;800,000;700,000;200,000;400,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2011;
1950;325;Šiaulių;121 + 912;Skapiškis-Rokiškis;;0,000;1,000;6,000;1,000;;100,000;80,000;10,000;47,000;;;IV;;0,000;asf.;gelžb.;800,000;700,000;200,000;400,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2012;
1951;325;Šiaulių;121 + 912;Skapiškis-Rokiškis;;0,000;1,000;6,000;1,000;;100,000;80,000;10,000;47,000;;;IV;;0,000;asf.;gelžb.;800,000;700,000;200,000;400,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2013;
1952;326;Šiaulių;125 + 259;Skapiškis-Rokiškis;;0,000;1,000;7,700;1,000;;100,000;80,000;10,000;173,000;2,000;;IV;;0,000;asf.;gelžb.;1000,000;800,000;200,000;400,000;50,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2008;
1953;326;Šiaulių;125 + 259;Skapiškis-Rokiškis;;0,000;1,000;7,700;1,000;;100,000;80,000;10,000;173,000;2,000;;IV;;0,000;asf.;gelžb.;1000,000;800,000;200,000;400,000;50,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2009;
1954;326;Šiaulių;125 + 259;Skapiškis-Rokiškis;;0,000;1,000;7,700;1,000;;100,000;80,000;10,000;173,000;2,000;;IV;;0,000;asf.;gelžb.;1000,000;800,000;200,000;400,000;50,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2010;
1955;326;Šiaulių;125 + 259;Skapiškis-Rokiškis;;0,000;1,000;7,700;1,000;;100,000;80,000;10,000;173,000;2,000;;IV;;0,000;asf.;gelžb.;1000,000;800,000;200,000;400,000;50,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2011;
1956;326;Šiaulių;125 + 259;Skapiškis-Rokiškis;;0,000;1,000;7,700;1,000;;100,000;80,000;10,000;173,000;2,000;;IV;;0,000;asf.;gelžb.;1000,000;800,000;200,000;400,000;50,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2012;
1957;326;Šiaulių;125 + 259;Skapiškis-Rokiškis;;0,000;1,000;7,700;1,000;;100,000;80,000;10,000;173,000;2,000;;IV;;0,000;asf.;gelžb.;1000,000;800,000;200,000;400,000;50,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2013;
1958;327;Šiaulių;129 + 632;Skapiškis-Rokiškis;;0,000;1,000;7,700;1,000;;100,000;80,000;9,000;163,000;;;IV;;0,000;žvyr.;gelžb.;400,000;800,000;30,000;400,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2008;
1959;327;Šiaulių;129 + 632;Skapiškis-Rokiškis;;0,000;1,000;7,700;1,000;;100,000;80,000;9,000;163,000;;;IV;;0,000;žvyr.;gelžb.;400,000;800,000;30,000;400,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2009;
1960;327;Šiaulių;129 + 632;Skapiškis-Rokiškis;;0,000;1,000;7,700;1,000;;100,000;80,000;9,000;163,000;;;IV;;0,000;žvyr.;gelžb.;400,000;800,000;30,000;400,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2010;
1961;327;Šiaulių;129 + 632;Skapiškis-Rokiškis;;0,000;1,000;7,700;1,000;;100,000;80,000;9,000;163,000;;;IV;;0,000;žvyr.;gelžb.;400,000;800,000;30,000;400,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2011;
1962;327;Šiaulių;129 + 632;Skapiškis-Rokiškis;;0,000;1,000;7,700;1,000;;100,000;80,000;9,000;163,000;;;IV;;0,000;žvyr.;gelžb.;400,000;800,000;30,000;400,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2012;
1963;327;Šiaulių;129 + 632;Skapiškis-Rokiškis;;0,000;1,000;7,700;1,000;;100,000;80,000;9,000;163,000;;;IV;;0,000;žvyr.;gelžb.;400,000;800,000;30,000;400,000;100,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2013;
1964;328;Šiaulių;131 + 16;Skapiškis-Rokiškis;;0,000;1,000;7,700;1,000;;100,000;80,000;9,000;23,000;;;IV;;0,000;žvyr.;gelžb.;1000,000;900,000;300,000;200,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2008;
1965;328;Šiaulių;131 + 16;Skapiškis-Rokiškis;;0,000;1,000;7,700;1,000;;100,000;80,000;9,000;23,000;;;IV;;0,000;žvyr.;gelžb.;1000,000;900,000;300,000;200,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2009;
1966;328;Šiaulių;131 + 16;Skapiškis-Rokiškis;;0,000;1,000;7,700;1,000;;100,000;80,000;9,000;23,000;;;IV;;0,000;žvyr.;gelžb.;1000,000;900,000;300,000;200,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2010;
1967;328;Šiaulių;131 + 16;Skapiškis-Rokiškis;;0,000;1,000;7,700;1,000;;100,000;80,000;9,000;23,000;;;IV;;0,000;žvyr.;gelžb.;1000,000;900,000;300,000;200,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2011;
1968;328;Šiaulių;131 + 16;Skapiškis-Rokiškis;;0,000;1,000;7,700;1,000;;100,000;80,000;9,000;23,000;;;IV;;0,000;žvyr.;gelžb.;1000,000;900,000;300,000;200,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2012;
1969;328;Šiaulių;131 + 16;Skapiškis-Rokiškis;;0,000;1,000;7,700;1,000;;100,000;80,000;9,000;23,000;;;IV;;0,000;žvyr.;gelžb.;1000,000;900,000;300,000;200,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2013;
1970;329;Šiaulių;141 + 702;Rokiškis-Obeliai;;0,000;1,000;7,500;1,000;;100,000;80,000;6,000;49,000;2,000;;IV;;0,000;asf.;gelžb.;900,000;900,000;200,000;200,000;200,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2008;
1971;329;Šiaulių;141 + 702;Rokiškis-Obeliai;;0,000;1,000;7,500;1,000;;100,000;80,000;6,000;49,000;2,000;;IV;;0,000;asf.;gelžb.;900,000;900,000;200,000;200,000;200,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2009;
1972;329;Šiaulių;141 + 702;Rokiškis-Obeliai;;0,000;1,000;7,500;1,000;;100,000;80,000;6,000;49,000;2,000;;IV;;0,000;asf.;gelžb.;900,000;900,000;200,000;200,000;200,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2010;
1973;329;Šiaulių;141 + 702;Rokiškis-Obeliai;;0,000;1,000;7,500;1,000;;100,000;80,000;6,000;49,000;2,000;;IV;;0,000;asf.;gelžb.;900,000;900,000;200,000;200,000;200,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2011;
1974;329;Šiaulių;141 + 702;Rokiškis-Obeliai;;0,000;1,000;7,500;1,000;;100,000;80,000;6,000;49,000;2,000;;IV;;0,000;asf.;gelžb.;900,000;900,000;200,000;200,000;200,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2012;
1975;329;Šiaulių;141 + 702;Rokiškis-Obeliai;;0,000;1,000;7,500;1,000;;100,000;80,000;6,000;49,000;2,000;;IV;;0,000;asf.;gelžb.;900,000;900,000;200,000;200,000;200,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2013;
1976;330;Šiaulių;146 + 930;Rokiškis-Obeliai;;0,000;1,000;5,500;1,000;;100,000;80,000;6,000;113,000;2,000;;IV;;0,000;asf.;gelžb.;800,000;700,000;400,000;50,000;400,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2008;
1977;330;Šiaulių;146 + 930;Rokiškis-Obeliai;;0,000;1,000;5,500;1,000;;100,000;80,000;6,000;113,000;2,000;;IV;;0,000;asf.;gelžb.;800,000;700,000;400,000;50,000;400,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2009;
1978;330;Šiaulių;146 + 930;Rokiškis-Obeliai;;0,000;1,000;5,500;1,000;;100,000;80,000;6,000;113,000;2,000;;IV;;0,000;asf.;gelžb.;800,000;700,000;400,000;50,000;400,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2010;
1979;330;Šiaulių;146 + 930;Rokiškis-Obeliai;;0,000;1,000;5,500;1,000;;100,000;80,000;6,000;113,000;2,000;;IV;;0,000;asf.;gelžb.;800,000;700,000;400,000;50,000;400,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2011;
1980;330;Šiaulių;146 + 930;Rokiškis-Obeliai;;0,000;1,000;5,500;1,000;;100,000;80,000;6,000;113,000;2,000;;IV;;0,000;asf.;gelžb.;800,000;700,000;400,000;50,000;400,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2012;
1981;330;Šiaulių;146 + 930;Rokiškis-Obeliai;;0,000;1,000;5,500;1,000;;100,000;80,000;6,000;113,000;2,000;;IV;;0,000;asf.;gelžb.;800,000;700,000;400,000;50,000;400,000;250,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2013;
1982;331;Šiaulių;150 + 400;Rokiškis-Obeliai;;0,000;1,000;7,500;1,000;;100,000;80,000;6,000;61,000;2,000;;IV;;0,000;asf.;gelžb.;700,000;700,000;200,000;100,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2008;
1983;331;Šiaulių;150 + 400;Rokiškis-Obeliai;;0,000;1,000;7,500;1,000;;100,000;80,000;6,000;61,000;2,000;;IV;;0,000;asf.;gelžb.;700,000;700,000;200,000;100,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2009;
1984;331;Šiaulių;150 + 400;Rokiškis-Obeliai;;0,000;1,000;7,500;1,000;;100,000;80,000;6,000;61,000;2,000;;IV;;0,000;asf.;gelžb.;700,000;700,000;200,000;100,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2010;
1985;331;Šiaulių;150 + 400;Rokiškis-Obeliai;;0,000;1,000;7,500;1,000;;100,000;80,000;6,000;61,000;2,000;;IV;;0,000;asf.;gelžb.;700,000;700,000;200,000;100,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2011;
1986;331;Šiaulių;150 + 400;Rokiškis-Obeliai;;0,000;1,000;7,500;1,000;;100,000;80,000;6,000;61,000;2,000;;IV;;0,000;asf.;gelžb.;700,000;700,000;200,000;100,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2012;
1987;331;Šiaulių;150 + 400;Rokiškis-Obeliai;;0,000;1,000;7,500;1,000;;100,000;80,000;6,000;61,000;2,000;;IV;;0,000;asf.;gelžb.;700,000;700,000;200,000;100,000;300,000;300,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;1,000;0,000;;0,000;0,000;0,000;0;;2013;
